model|input_count|cleaned_count|transferred|issue_percentage
Well|38541|9887|9331|5.6235460705977545
PointID|Table|Field|Error
ee49a2bc-4ef6-41b7-9bce-9280d4e5752c|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: ee49a2bc-4ef6-41b7-9bce-9280d4e5752c
c7973ddb-1240-45f4-b868-df7059ede05d|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c7973ddb-1240-45f4-b868-df7059ede05d
2efc4c84-ae74-4af4-bdbf-9f1fcae3f452|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 2efc4c84-ae74-4af4-bdbf-9f1fcae3f452
a9404c87-eb35-4f19-bd0b-1ee6512e65a6|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: a9404c87-eb35-4f19-bd0b-1ee6512e65a6
2d77bd2a-f92b-42bd-a2a1-de60cf636cf5|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 2d77bd2a-f92b-42bd-a2a1-de60cf636cf5
ac2d4488-1007-4b0e-863c-1f313f68271a|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: ac2d4488-1007-4b0e-863c-1f313f68271a
ad81cbec-f70b-4509-b541-731c8b0e96b3|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: ad81cbec-f70b-4509-b541-731c8b0e96b3
8c76b40b-55e9-4de4-8da5-21a38a63969d|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 8c76b40b-55e9-4de4-8da5-21a38a63969d
d141295f-0d87-4544-9261-8199baf719ed|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d141295f-0d87-4544-9261-8199baf719ed
65bd66a3-13ab-447c-810a-0c2d8f41a59e|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 65bd66a3-13ab-447c-810a-0c2d8f41a59e
09b55e31-8cf3-4995-a40c-352119fa564e|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 09b55e31-8cf3-4995-a40c-352119fa564e
f6ae0192-4a29-4721-a66d-948427dc6c92|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f6ae0192-4a29-4721-a66d-948427dc6c92
ad5e7d33-526c-4696-afdb-ed9a87183853|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: ad5e7d33-526c-4696-afdb-ed9a87183853
58cb176a-553a-42de-92c9-b4550f340289|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 58cb176a-553a-42de-92c9-b4550f340289
5a904e5a-9cd1-4015-96bd-a332ede39251|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 5a904e5a-9cd1-4015-96bd-a332ede39251
068e2640-9bc0-4474-b35e-7a76fc40148e|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 068e2640-9bc0-4474-b35e-7a76fc40148e
05ac3b87-bb4c-4ba1-8c2a-a3a4053208f0|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 05ac3b87-bb4c-4ba1-8c2a-a3a4053208f0
f88c3de3-f7f5-4b7e-9242-4ef183e43926|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f88c3de3-f7f5-4b7e-9242-4ef183e43926
cce9dd98-d861-472b-8c7e-f00b11753ce1|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: cce9dd98-d861-472b-8c7e-f00b11753ce1
f50250be-1c2f-47ae-938b-b672922f6d23|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f50250be-1c2f-47ae-938b-b672922f6d23
aa09e879-cef6-4fd7-86f1-0998809cfb9c|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: aa09e879-cef6-4fd7-86f1-0998809cfb9c
cbf7aace-c711-493d-96d5-d4f956ab80c7|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: cbf7aace-c711-493d-96d5-d4f956ab80c7
c35850c9-4900-4570-93de-6e7b499cc5f9|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c35850c9-4900-4570-93de-6e7b499cc5f9
9027c976-4432-43e6-8647-029a81e5f7c4|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 9027c976-4432-43e6-8647-029a81e5f7c4
175147f1-59d0-4011-b703-e48d39109716|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 175147f1-59d0-4011-b703-e48d39109716
f00f9d13-3892-4672-8212-b8ffd640bde2|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f00f9d13-3892-4672-8212-b8ffd640bde2
4ab83752-35f0-4d3d-bed6-605c5138d2b0|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 4ab83752-35f0-4d3d-bed6-605c5138d2b0
28729ef4-ee56-400c-abec-b02eae32b69f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 28729ef4-ee56-400c-abec-b02eae32b69f
900ceaa8-4f62-4e61-b153-0f499cba773f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 900ceaa8-4f62-4e61-b153-0f499cba773f
2689e1ba-d17b-4963-8d06-7c2519262b80|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 2689e1ba-d17b-4963-8d06-7c2519262b80
c7c859c0-3ba4-45d6-b2f3-a5809e0814d5|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c7c859c0-3ba4-45d6-b2f3-a5809e0814d5
fba16b94-3e09-44ee-ae69-86107b9323e1|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: fba16b94-3e09-44ee-ae69-86107b9323e1
1424e89b-2d78-4ed4-a0ed-dba4549d98db|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 1424e89b-2d78-4ed4-a0ed-dba4549d98db
0167b3ea-2d9b-44cd-b3b3-806178997b00|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 0167b3ea-2d9b-44cd-b3b3-806178997b00
4b9fbf7d-e223-4404-b4d5-c2df48d92ebe|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 4b9fbf7d-e223-4404-b4d5-c2df48d92ebe
1b672d12-dd5d-47a5-9c97-c3a3c4389434|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 1b672d12-dd5d-47a5-9c97-c3a3c4389434
2d6907bc-c27a-44bc-b25a-dbb197ca1c31|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 2d6907bc-c27a-44bc-b25a-dbb197ca1c31
efc07d49-ec27-4955-89bb-97989b003bd5|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: efc07d49-ec27-4955-89bb-97989b003bd5
4afc0d61-67f7-468a-82bb-c570b65fb89b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 4afc0d61-67f7-468a-82bb-c570b65fb89b
6de3d3e6-ee16-4f43-b39d-2ade9ec8709e|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 6de3d3e6-ee16-4f43-b39d-2ade9ec8709e
5a3d5d05-3740-4e33-9184-37f480abde77|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 5a3d5d05-3740-4e33-9184-37f480abde77
f263bb82-8fb3-4482-bea8-4380edeb5174|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f263bb82-8fb3-4482-bea8-4380edeb5174
36690b02-d629-4ae9-b109-e92a7fc8480f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 36690b02-d629-4ae9-b109-e92a7fc8480f
f8886c45-ba95-4295-944b-d5d694f006f2|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f8886c45-ba95-4295-944b-d5d694f006f2
0caf80fb-1212-4c7a-8887-223e83fdd976|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 0caf80fb-1212-4c7a-8887-223e83fdd976
0d52f217-0903-4500-9092-00f92b1d0df8|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 0d52f217-0903-4500-9092-00f92b1d0df8
72866879-4391-4449-bcba-946867d7dda8|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 72866879-4391-4449-bcba-946867d7dda8
c0d0a3fe-6658-42f6-9203-0bf501eba828|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c0d0a3fe-6658-42f6-9203-0bf501eba828
f695be10-6fae-4a93-833a-685106425ad3|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f695be10-6fae-4a93-833a-685106425ad3
b1dd1121-bd01-4ec4-94d6-8efc6e82802e|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b1dd1121-bd01-4ec4-94d6-8efc6e82802e
1905f81d-dc86-4cc4-8a60-472d7cfdcd20|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 1905f81d-dc86-4cc4-8a60-472d7cfdcd20
fb0c61ef-1766-44d6-b026-b5bb56e72fec|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: fb0c61ef-1766-44d6-b026-b5bb56e72fec
c7fe1e09-688c-4832-92db-bf0e7f6e7c9b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c7fe1e09-688c-4832-92db-bf0e7f6e7c9b
a04dafcc-fae2-4db6-a238-c929334daf36|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: a04dafcc-fae2-4db6-a238-c929334daf36
76b665cf-f279-485b-a820-613438f6ca15|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 76b665cf-f279-485b-a820-613438f6ca15
e5ded4da-28e6-4c27-ac59-2a199c124eed|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: e5ded4da-28e6-4c27-ac59-2a199c124eed
cc384e62-1025-4dc3-90cd-4ade30180e6d|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: cc384e62-1025-4dc3-90cd-4ade30180e6d
8c3b13db-8001-4930-80ea-6f10eca1ba74|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 8c3b13db-8001-4930-80ea-6f10eca1ba74
0490adf1-92c8-41de-995c-3510f271c8b0|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 0490adf1-92c8-41de-995c-3510f271c8b0
e4b8a2d6-24c7-4ee7-a2e2-272cb8bb8988|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: e4b8a2d6-24c7-4ee7-a2e2-272cb8bb8988
41698c7f-6eb7-4588-925b-479a477647f6|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 41698c7f-6eb7-4588-925b-479a477647f6
9d54e02a-9b00-4607-9aef-8df155e77f28|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 9d54e02a-9b00-4607-9aef-8df155e77f28
d1be9116-e716-4d23-88b6-bf023f740b6d|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d1be9116-e716-4d23-88b6-bf023f740b6d
50a2eb32-3f9d-4655-a483-225dcd80c07f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 50a2eb32-3f9d-4655-a483-225dcd80c07f
f3826b03-187b-4840-ba75-a5b923d580f5|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f3826b03-187b-4840-ba75-a5b923d580f5
c7fe1e09-688c-4832-92db-bf0e7f6e7c9b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c7fe1e09-688c-4832-92db-bf0e7f6e7c9b
b689cd89-5961-43cf-a8b8-67b50cb52698|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b689cd89-5961-43cf-a8b8-67b50cb52698
1721bd55-2007-456c-8e22-7999be7cd956|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 1721bd55-2007-456c-8e22-7999be7cd956
d1ef0e58-6ff9-4446-973e-10dee4cf07bc|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d1ef0e58-6ff9-4446-973e-10dee4cf07bc
eded9966-2b0b-4f4d-96f7-ae043164e2b2|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: eded9966-2b0b-4f4d-96f7-ae043164e2b2
8b324233-b1ca-4bb5-bfb4-3e5a39f4fe63|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 8b324233-b1ca-4bb5-bfb4-3e5a39f4fe63
2545f977-e598-4889-8b5a-f89fa6d2ac04|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 2545f977-e598-4889-8b5a-f89fa6d2ac04
d77b790b-ea10-4cc9-a708-b16510f69655|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d77b790b-ea10-4cc9-a708-b16510f69655
8d24501e-1951-4e35-9448-05c2a68dfafb|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 8d24501e-1951-4e35-9448-05c2a68dfafb
11ce7860-2ab8-48af-936a-e3dcff00e9f1|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 11ce7860-2ab8-48af-936a-e3dcff00e9f1
6d43d3ab-4cd9-4abb-b2b4-abe5c7fc2a84|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 6d43d3ab-4cd9-4abb-b2b4-abe5c7fc2a84
2e3e4f29-4f91-4450-ad20-b823ac5978f6|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 2e3e4f29-4f91-4450-ad20-b823ac5978f6
5cba7e51-b844-4c8c-92bc-5c4fafebfb6a|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 5cba7e51-b844-4c8c-92bc-5c4fafebfb6a
8e7d7cc7-892f-45c1-851a-23ebf58b2526|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 8e7d7cc7-892f-45c1-851a-23ebf58b2526
70fc27a0-365d-4e2d-99d6-ca33562973b7|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 70fc27a0-365d-4e2d-99d6-ca33562973b7
b9dfff22-79b8-4188-ba62-98eba16619d7|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b9dfff22-79b8-4188-ba62-98eba16619d7
686b969c-0a55-48d4-a3c3-360b5b9f610e|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 686b969c-0a55-48d4-a3c3-360b5b9f610e
b5bc5f76-e9c2-4f82-b25b-162906077b9d|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b5bc5f76-e9c2-4f82-b25b-162906077b9d
72f8dfbe-d3a0-4dd4-8004-2504e5d403ff|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 72f8dfbe-d3a0-4dd4-8004-2504e5d403ff
fe18b4fc-ef7b-4cf9-bfdb-4222c9325dcb|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: fe18b4fc-ef7b-4cf9-bfdb-4222c9325dcb
b80e40e4-b295-4d1f-85d1-db9f9e763d38|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b80e40e4-b295-4d1f-85d1-db9f9e763d38
176911bf-45b6-435a-a601-051acee9002b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 176911bf-45b6-435a-a601-051acee9002b
43056bf0-4f9d-46af-97ac-54032d4f396f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 43056bf0-4f9d-46af-97ac-54032d4f396f
8725318a-98e9-9a42-b698-dcdd352a2d4f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 8725318a-98e9-9a42-b698-dcdd352a2d4f
4b64c336-ea57-4f7b-9cdf-2ece7ea88fbf|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 4b64c336-ea57-4f7b-9cdf-2ece7ea88fbf
982a6e71-2f81-4fee-a1a8-0e0d39cbf86e|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 982a6e71-2f81-4fee-a1a8-0e0d39cbf86e
51d7b5bd-e7e7-4dd1-93be-f48580b69dbf|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 51d7b5bd-e7e7-4dd1-93be-f48580b69dbf
9d54e02a-9b00-4607-9aef-8df155e77f28|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 9d54e02a-9b00-4607-9aef-8df155e77f28
cd9fe753-05fa-49d5-8987-4ad3ca5ca41e|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: cd9fe753-05fa-49d5-8987-4ad3ca5ca41e
c5aafe30-fa8e-4811-b59b-783f233b9812|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c5aafe30-fa8e-4811-b59b-783f233b9812
a4d466bd-126e-4f96-b3cf-fda4b6774c96|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: a4d466bd-126e-4f96-b3cf-fda4b6774c96
95fc0901-7bb7-4c72-8f43-3fea7460885e|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 95fc0901-7bb7-4c72-8f43-3fea7460885e
7c970e8c-99df-49fe-8ef8-e0ea2369d696|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 7c970e8c-99df-49fe-8ef8-e0ea2369d696
91e3e472-b0dd-4f29-af8d-3f5273685c23|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 91e3e472-b0dd-4f29-af8d-3f5273685c23
50142c09-2ef8-4461-8520-c0c797bc8796|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 50142c09-2ef8-4461-8520-c0c797bc8796
b68e5afe-9a00-4f8b-85f3-d91ca7cfecaa|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b68e5afe-9a00-4f8b-85f3-d91ca7cfecaa
5e5e2015-944a-4a7d-b575-5793d396daf2|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 5e5e2015-944a-4a7d-b575-5793d396daf2
27991b42-10a6-4e34-b561-64e825292853|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 27991b42-10a6-4e34-b561-64e825292853
20596a6e-7da8-40d7-aaa3-6753a86df20b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 20596a6e-7da8-40d7-aaa3-6753a86df20b
ef2cd075-1533-44cd-9022-6b1b504cb44e|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: ef2cd075-1533-44cd-9022-6b1b504cb44e
d6cb5ffe-9bfa-4eee-92cb-59c2976940b4|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d6cb5ffe-9bfa-4eee-92cb-59c2976940b4
cfdb2997-473e-4a83-9820-dcf3ce613215|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: cfdb2997-473e-4a83-9820-dcf3ce613215
b740dba4-e96a-460e-bb12-749833184cfa|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b740dba4-e96a-460e-bb12-749833184cfa
bde60b47-5d6b-4e9e-9b02-dd188ad07302|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: bde60b47-5d6b-4e9e-9b02-dd188ad07302
8af13ee3-242c-4ee0-a1de-fe7df9028dbf|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 8af13ee3-242c-4ee0-a1de-fe7df9028dbf
214b40eb-95b3-4985-8529-8e9c0fbcaa44|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 214b40eb-95b3-4985-8529-8e9c0fbcaa44
bd557a5c-1428-4e9d-aa9c-116ca6a46b97|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: bd557a5c-1428-4e9d-aa9c-116ca6a46b97
8a6a4839-2622-4497-9700-9e7a5a9eae76|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 8a6a4839-2622-4497-9700-9e7a5a9eae76
ce5189f5-b94f-4676-8227-cad98d4977e0|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: ce5189f5-b94f-4676-8227-cad98d4977e0
9af7faff-80b3-499b-bb4f-4e2e55d78247|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 9af7faff-80b3-499b-bb4f-4e2e55d78247
42bf5970-a57e-45c3-a953-6c571934f32b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 42bf5970-a57e-45c3-a953-6c571934f32b
268324d5-7458-4dc0-8464-2fc499f578c5|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 268324d5-7458-4dc0-8464-2fc499f578c5
51d7b5bd-e7e7-4dd1-93be-f48580b69dbf|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 51d7b5bd-e7e7-4dd1-93be-f48580b69dbf
07f49b06-137c-4774-b5f7-034adf25c5a8|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 07f49b06-137c-4774-b5f7-034adf25c5a8
09fe292c-4a37-4183-a25a-c255bd573974|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 09fe292c-4a37-4183-a25a-c255bd573974
de743a73-7c18-4f8a-99b9-359a9960c3de|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: de743a73-7c18-4f8a-99b9-359a9960c3de
b1376b8b-2d45-4f2c-b030-49921abdcca1|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b1376b8b-2d45-4f2c-b030-49921abdcca1
4afc0d61-67f7-468a-82bb-c570b65fb89b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 4afc0d61-67f7-468a-82bb-c570b65fb89b
cfdb2997-473e-4a83-9820-dcf3ce613215|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: cfdb2997-473e-4a83-9820-dcf3ce613215
37943b2c-8503-40e0-8403-d2c0ce16826c|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 37943b2c-8503-40e0-8403-d2c0ce16826c
bca6392e-43e2-4707-859b-1e9181b7c334|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: bca6392e-43e2-4707-859b-1e9181b7c334
41698c7f-6eb7-4588-925b-479a477647f6|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 41698c7f-6eb7-4588-925b-479a477647f6
7b44a2ea-8a82-44c3-b38f-e8ade8dd68d6|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 7b44a2ea-8a82-44c3-b38f-e8ade8dd68d6
0ae9dd34-3183-4005-a567-5fd4859afda2|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 0ae9dd34-3183-4005-a567-5fd4859afda2
6cb8a9f1-23ca-4959-ae56-321525362d1f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 6cb8a9f1-23ca-4959-ae56-321525362d1f
f85572f9-2ac9-43e5-b966-6433a63d1716|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f85572f9-2ac9-43e5-b966-6433a63d1716
4b597451-86f4-4a12-98e2-68bdfebf1801|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 4b597451-86f4-4a12-98e2-68bdfebf1801
bc4d561f-4f62-4f2c-b822-6cc39d5718c3|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: bc4d561f-4f62-4f2c-b822-6cc39d5718c3
b80e40e4-b295-4d1f-85d1-db9f9e763d38|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b80e40e4-b295-4d1f-85d1-db9f9e763d38
85c12b6e-f872-49fd-bb4f-b6276becc6b1|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 85c12b6e-f872-49fd-bb4f-b6276becc6b1
538327cc-a681-49df-86b9-c5d8034a9be2|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 538327cc-a681-49df-86b9-c5d8034a9be2
bf375367-5a01-4477-9a31-3a328785f8d5|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: bf375367-5a01-4477-9a31-3a328785f8d5
555c4b88-5f86-4099-bef7-c5eebce27627|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 555c4b88-5f86-4099-bef7-c5eebce27627
30d7a4df-4c40-48f7-889a-e6c33f22cb98|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 30d7a4df-4c40-48f7-889a-e6c33f22cb98
6378767e-e36d-4818-aca5-8a2c2e92dda4|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 6378767e-e36d-4818-aca5-8a2c2e92dda4
1905f81d-dc86-4cc4-8a60-472d7cfdcd20|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 1905f81d-dc86-4cc4-8a60-472d7cfdcd20
e159f7fc-cace-4a9b-97e4-e4323018fea5|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: e159f7fc-cace-4a9b-97e4-e4323018fea5
e5ece1e1-1a6e-4716-8755-8d6addc67b2f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: e5ece1e1-1a6e-4716-8755-8d6addc67b2f
69bcbfa1-ef48-4fa6-8790-5974230d28dc|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 69bcbfa1-ef48-4fa6-8790-5974230d28dc
43056bf0-4f9d-46af-97ac-54032d4f396f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 43056bf0-4f9d-46af-97ac-54032d4f396f
7754d7e0-1d34-4f07-8be0-484336f6cdf9|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 7754d7e0-1d34-4f07-8be0-484336f6cdf9
ab54dc0b-b268-4e83-b1fa-0f4cce55a3db|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: ab54dc0b-b268-4e83-b1fa-0f4cce55a3db
d9fee984-b82b-4a7f-b156-59e0f2512829|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d9fee984-b82b-4a7f-b156-59e0f2512829
c0913800-058a-43b1-8b4d-5b26db5b6302|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c0913800-058a-43b1-8b4d-5b26db5b6302
2f00eae0-f65f-4bfb-b6bd-0d1578fb6e05|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 2f00eae0-f65f-4bfb-b6bd-0d1578fb6e05
72d7953f-8902-47d0-90bd-5def13de7716|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 72d7953f-8902-47d0-90bd-5def13de7716
644eaee4-cf0e-425f-ba68-c49fc858f69b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 644eaee4-cf0e-425f-ba68-c49fc858f69b
