model|input_count|cleaned_count|transferred|issue_percentage
Well|38541|9887|9324|5.694346111054921
TV-256|WellData|FormationZone|Unknown formation: 112LAMAb/120SRVB
TV-263|WellData|FormationZone|Unknown formation: 120SRVB/121CHMT
TV-265|WellData|FormationZone|Unknown formation: 123PICS/110AVMB
TV-274|WellData|FormationZone|Unknown formation: 121CHMT/122CRTO
TV-276|WellData|FormationZone|Unknown formation: 112LAMAb/121CHMT
TV-279|WellData|FormationZone|Unknown formation: 120SRVBf/112LAMAb
TV-280|WellData|FormationZone|Unknown formation: 112LAMAb/120SRVB
TV-284|WellData|FormationZone|Unknown formation: 112LAMAb/120SRVB
TV-296|WellData|FormationZone|Unknown formation: 112LAMAb
UC-0028|WellData|Unknown|Unknown lexicon value: LU_Depth_CompletionSource:ct137
WL-0077|WellData|FormationZone|Unknown formation: 110PTODC/312RSLR
WL-0083|WellData|FormationZone|Unknown formation: 112QTBFpd
WL-0086|WellData|FormationZone|Unknown formation: 110ALVM/121GILA
WL-0087|WellData|FormationZone|Unknown formation: 110ALVM/121GILA
WL-0088|WellData|FormationZone|Unknown formation: 110ALVM/121GILA
WL-0089|WellData|FormationZone|Unknown formation: 110ALVM/121GILA
WL-0091|WellData|FormationZone|Unknown formation: 110ALVM/121GILA
WL-0092|WellData|FormationZone|Unknown formation: 110AVMB/318YESO
WL-0100|WellData|FormationZone|Unknown formation: 313GDLP/312OCHO
WL-0101|WellData|FormationZone|Unknown formation: 313GDLP/312OCHO
WL-0102|WellData|FormationZone|Unknown formation: 313GDLP/312OCHO
WL-0105|WellData|FormationZone|Unknown formation: 110GTUN
WL-0021|WellData|FormationZone|Unknown formation: 110ALVM/124DMDT
WL-0030|WellData|FormationZone|Unknown formation: 211MENF/211PNLK
WL-0031|WellData|FormationZone|Unknown formation: 211MENF/211PNLK
WL-0032|WellData|FormationZone|Unknown formation: 120IRSV/211MENF
WL-0037|WellData|FormationZone|Unknown formation: 300YESO/000IRSV
WL-0053|WellData|FormationZone|Unknown formation: 400PREC/320PENN
WL-0068|WellData|FormationZone|Unknown formation: 110ALVM/121GILA
WL-0073|WellData|FormationZone|Unknown formation: 122TSUQdx
WL-0074|WellData|FormationZone|Unknown formation: 122TSUQdx
WL-0120|WellData|FormationZone|Unknown formation: 112QTBFppm
WL-0125|WellData|FormationZone|Unknown formation: 112QTBFppm
WL-0126|WellData|FormationZone|Unknown formation: 112QTBFppm
WL-0127|WellData|FormationZone|Unknown formation: 112QTBFppm
WL-0140|WellData|FormationZone|Unknown formation: 110PTODC/112SNTFP
WL-0141|WellData|FormationZone|Unknown formation: 112QTBFppm
WL-0145|WellData|FormationZone|Unknown formation: 112QTBFppm
WL-0147|WellData|FormationZone|Unknown formation: 110PTODC/112SNTFP
WL-0150|WellData|FormationZone|Unknown formation: 211MENF/211PNLK
WL-0216|WellData|FormationZone|Unknown formation: 112QTBFppm
WL-0227|WellData|FormationZone|Unknown formation: 112QTBFppm
WL-0228|WellData|FormationZone|Unknown formation: 112QTBFpd
WL-0258|WellData|FormationZone|Unknown formation: 110ALVM/124DMDT
WL-0260|WellData|FormationZone|Unknown formation: 110AVMB/325MDERU
WL-0262|WellData|FormationZone|Unknown formation: 120IRSV/211CRVC

WellScreen|3714|2809|2776|1.1747953008187968
PointID|Table|Field|Error
TB-0227|WellScreens|UnknownField|Validation Error: [{'type': 'greater_than', 'loc': ('screen_depth_top',), 'msg': 'Input should be greater than 0', 'input': 0.0, 'ctx': {'gt': 0.0}, 'url': 'https://errors.pydantic.dev/2.11/v/greater_than'}]
EB-029|WellScreens|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('screen_depth_bottom',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
WL-0096|WellScreens|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, screen_depth_bottom must be greater than screen_depth_top', 'input': {'thing_id': 9076, 'screen_depth_top': 230.0, 'screen_depth_bottom': 170.0, 'screen_description': None, 'release_status': 'draft', 'nma_pk_wellscreens': '31B4A0A2-11D7-B34D-AEC6-1B88110F392C'}, 'ctx': {'error': ValueError('screen_depth_bottom must be greater than screen_depth_top')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
RA-118|WellScreens|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('screen_depth_bottom',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}, {'type': 'float_type', 'loc': ('screen_depth_top',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
RA-120|WellScreens|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('screen_depth_bottom',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}, {'type': 'float_type', 'loc': ('screen_depth_top',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
SAC-0311|WellScreens|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('screen_depth_bottom',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}, {'type': 'float_type', 'loc': ('screen_depth_top',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
TB-0223|WellScreens|UnknownField|Validation Error: [{'type': 'greater_than', 'loc': ('screen_depth_top',), 'msg': 'Input should be greater than 0', 'input': 0.0, 'ctx': {'gt': 0.0}, 'url': 'https://errors.pydantic.dev/2.11/v/greater_than'}]
AR-0061|WellScreens|UnknownField|Validation Error: [{'type': 'greater_than', 'loc': ('screen_depth_top',), 'msg': 'Input should be greater than 0', 'input': 0.0, 'ctx': {'gt': 0.0}, 'url': 'https://errors.pydantic.dev/2.11/v/greater_than'}]
WL-0358|WellScreens|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('screen_depth_bottom',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}, {'type': 'float_type', 'loc': ('screen_depth_top',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
TB-0166|WellScreens|UnknownField|Validation Error: [{'type': 'greater_than', 'loc': ('screen_depth_top',), 'msg': 'Input should be greater than 0', 'input': 0.0, 'ctx': {'gt': 0.0}, 'url': 'https://errors.pydantic.dev/2.11/v/greater_than'}]
RA-115|WellScreens|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('screen_depth_bottom',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}, {'type': 'float_type', 'loc': ('screen_depth_top',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
RA-117|WellScreens|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('screen_depth_bottom',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}, {'type': 'float_type', 'loc': ('screen_depth_top',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
NM-27235|WellScreens|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, screen_depth_bottom must be greater than screen_depth_top', 'input': {'thing_id': 4721, 'screen_depth_top': 785.0, 'screen_depth_bottom': 705.0, 'screen_description': None, 'release_status': 'draft', 'nma_pk_wellscreens': 'AC021C70-C74E-4018-BF1D-71EC2C622DD3'}, 'ctx': {'error': ValueError('screen_depth_bottom must be greater than screen_depth_top')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
RA-121|WellScreens|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('screen_depth_bottom',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}, {'type': 'float_type', 'loc': ('screen_depth_top',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QY-0622|WellScreens|UnknownField|Validation Error: [{'type': 'greater_than', 'loc': ('screen_depth_top',), 'msg': 'Input should be greater than 0', 'input': 0.0, 'ctx': {'gt': 0.0}, 'url': 'https://errors.pydantic.dev/2.11/v/greater_than'}]
EB-394|WellScreens|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('screen_depth_bottom',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
RA-122|WellScreens|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('screen_depth_bottom',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}, {'type': 'float_type', 'loc': ('screen_depth_top',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
TB-0040|WellScreens|UnknownField|Validation Error: [{'type': 'greater_than', 'loc': ('screen_depth_top',), 'msg': 'Input should be greater than 0', 'input': 0.0, 'ctx': {'gt': 0.0}, 'url': 'https://errors.pydantic.dev/2.11/v/greater_than'}]
AR-0067|WellScreens|UnknownField|Validation Error: [{'type': 'greater_than', 'loc': ('screen_depth_top',), 'msg': 'Input should be greater than 0', 'input': 0.0, 'ctx': {'gt': 0.0}, 'url': 'https://errors.pydantic.dev/2.11/v/greater_than'}]
EB-394|WellScreens|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('screen_depth_bottom',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
SA-0318|WellScreens|UnknownField|Validation Error: [{'type': 'greater_than', 'loc': ('screen_depth_top',), 'msg': 'Input should be greater than 0', 'input': 0.0, 'ctx': {'gt': 0.0}, 'url': 'https://errors.pydantic.dev/2.11/v/greater_than'}]
RA-119|WellScreens|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('screen_depth_bottom',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}, {'type': 'float_type', 'loc': ('screen_depth_top',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
NM-00253|WellScreens|UnknownField|Validation Error: [{'type': 'greater_than', 'loc': ('screen_depth_top',), 'msg': 'Input should be greater than 0', 'input': 0.0, 'ctx': {'gt': 0.0}, 'url': 'https://errors.pydantic.dev/2.11/v/greater_than'}]
NM-02481|WellScreens|UnknownField|Validation Error: [{'type': 'greater_than', 'loc': ('screen_depth_top',), 'msg': 'Input should be greater than 0', 'input': 0.0, 'ctx': {'gt': 0.0}, 'url': 'https://errors.pydantic.dev/2.11/v/greater_than'}]
EB-096|WellScreens|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, screen_depth_bottom must be greater than screen_depth_top', 'input': {'thing_id': 2551, 'screen_depth_top': 492.0, 'screen_depth_bottom': 477.0, 'screen_description': None, 'release_status': 'draft', 'nma_pk_wellscreens': 'E5DCC05B-29F6-469B-8CA2-CF8443833CC1'}, 'ctx': {'error': ValueError('screen_depth_bottom must be greater than screen_depth_top')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
SM-0173|WellScreens|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('screen_depth_bottom',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
SV-0111|WellScreens|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, screen_depth_bottom must be greater than screen_depth_top', 'input': {'thing_id': 7749, 'screen_depth_top': 440.0, 'screen_depth_bottom': 420.0, 'screen_description': None, 'release_status': 'draft', 'nma_pk_wellscreens': '1DB4FD95-461D-4428-9CF0-DD9E4B5F7ABB'}, 'ctx': {'error': ValueError('screen_depth_bottom must be greater than screen_depth_top')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
RA-129|WellScreens|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('screen_depth_bottom',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}, {'type': 'float_type', 'loc': ('screen_depth_top',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
TB-0107|WellScreens|UnknownField|Validation Error: [{'type': 'greater_than', 'loc': ('screen_depth_top',), 'msg': 'Input should be greater than 0', 'input': 0.0, 'ctx': {'gt': 0.0}, 'url': 'https://errors.pydantic.dev/2.11/v/greater_than'}]
WL-0359|WellScreens|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('screen_depth_bottom',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}, {'type': 'float_type', 'loc': ('screen_depth_top',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QY-0494|WellScreens|UnknownField|Validation Error: [{'type': 'greater_than', 'loc': ('screen_depth_top',), 'msg': 'Input should be greater than 0', 'input': 0.0, 'ctx': {'gt': 0.0}, 'url': 'https://errors.pydantic.dev/2.11/v/greater_than'}]
HS-063|WellScreens|UnknownField|Validation Error: [{'type': 'greater_than', 'loc': ('screen_depth_top',), 'msg': 'Input should be greater than 0', 'input': 0.0, 'ctx': {'gt': 0.0}, 'url': 'https://errors.pydantic.dev/2.11/v/greater_than'}]
TB-0233|WellScreens|UnknownField|Validation Error: [{'type': 'greater_than', 'loc': ('screen_depth_top',), 'msg': 'Input should be greater than 0', 'input': 0.0, 'ctx': {'gt': 0.0}, 'url': 'https://errors.pydantic.dev/2.11/v/greater_than'}]

Contact|3526|5760|1914|66.77083333333333
PointID|Table|Field|Error
AR-0066|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 298, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Secondary', 'organization': None, 'nma_pk_owners': 'Lloyd, Tom & Betty', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
AR-0208|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 360, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Secondary', 'organization': None, 'nma_pk_owners': 'Lloyd, Tom & Betty', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
EB-064|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 2520, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'Harrison, Charles', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
EB-112|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 2567, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'Thornburg, David W.', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
EB-130|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 2585, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'old Wolf Canyon Brewery', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
EB-176|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 2631, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'Rick Borrego SOLD PROPERTY', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
GT-028|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 3499, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'Valles Caldera', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
GT-029|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 3500, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'Valles Caldera', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
GT-030|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 3501, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'Valles Caldera', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
GT-031|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 3502, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'Valles Caldera', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
GT-032|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 3503, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'Valles Caldera', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
GT-033|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 3504, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'Valles Caldera', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
GT-034|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 3505, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'Valles Caldera', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
HS-057|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 3555, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'Howell Associates Realtors', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
LJ-001|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 3679, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'EMRTC', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
LJ-002|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 3680, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'EMRTC', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
LJ-003|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 3681, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'EMRTC', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
LJ-004|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 3682, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'EMRTC', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
MG-032|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 3722, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Secondary', 'organization': None, 'nma_pk_owners': 'Holcomb, Judy', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
MG-033|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 3723, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Secondary', 'organization': None, 'nma_pk_owners': 'Holcomb, Judy', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
MG-045|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 3734, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Secondary', 'organization': None, 'nma_pk_owners': 'Bauer, Katie', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
NM-02067|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 4100, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'Alamo Ranch', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
NM-02082|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 4103, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'Luna Energy', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
NM-02426|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 4143, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'Gobleck, Robert', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
NM-02481|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 4148, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'DFA, Nutt Dairy LLC', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
NM-04433|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 4218, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'Alamo Ranch', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
NM-04622|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 4223, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'Alamo Ranch', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
NM-04785|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 4225, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'Alamo Ranch', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
NM-04866|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 4228, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'Alamo Ranch', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
NM-05028|OwnersData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, Either name or organization must be provided.', 'input': {'thing_id': 4234, 'release_status': 'private', 'name': None, 'role': 'Owner', 'contact_type': 'Primary', 'organization': None, 'nma_pk_owners': 'Alamo Ranch', 'addresses': [], 'emails': [], 'phones': []}, 'ctx': {'error': ValueError('Either name or organization must be provided.')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
