model|input_count|cleaned_count|transferred|issue_percentage
Well|38541|9887|9324|5.694346111054921
PB-0025|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PB-0029|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-001|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-002|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-004|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-007|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-009|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-010|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-012|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-013|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-014|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-015|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-016|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-019|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-020|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-021|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-024|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-025|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-032|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-033|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-034|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-035|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-037|WellData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, well casing depth must be less than or equal to hole depth', 'input': {'location_id': 0, 'name': 'PP-037', 'first_visit_date': datetime.date(2017, 12, 5), 'hole_depth': 16.0, 'well_depth': 16.0, 'well_casing_diameter': None, 'well_casing_depth': 22.0, 'release_status': 'public', 'measuring_point_height': 0.0, 'measuring_point_description': 'Assume WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.', 'notes': [], 'well_completion_date': '1960-12-31 00:00:00.000', 'well_driller_name': None, 'well_construction_method': None, 'well_pump_type': None, 'is_suitable_for_datalogger': False}, 'ctx': {'error': ValueError('well casing depth must be less than or equal to hole depth')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
PP-040|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-041|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-042|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-043|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-044|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-045|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-046|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-047|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-048|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-049|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-050|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-051|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-052|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-053|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-055|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-056|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-057|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-060|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-061|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-062|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-063|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-064|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-065|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-066|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-067|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-068|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
PP-070|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-001|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-003|WellData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, well casing depth must be less than or equal to hole depth', 'input': {'location_id': 0, 'name': 'QU-003', 'first_visit_date': datetime.date(2012, 6, 22), 'hole_depth': 200.0, 'well_depth': 200.0, 'well_casing_diameter': 6.6000000000000005, 'well_casing_depth': 500.0, 'release_status': 'public', 'measuring_point_height': 1.13, 'measuring_point_description': None, 'notes': [{'content': 'Good location for diver between Cabresto & Guadalupe.', 'note_type': 'General'}], 'well_completion_date': '1964-07-01 00:00:00.000', 'well_driller_name': None, 'well_construction_method': None, 'well_pump_type': None, 'is_suitable_for_datalogger': False}, 'ctx': {'error': ValueError('well casing depth must be less than or equal to hole depth')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
QU-011|WellData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, well casing depth must be less than or equal to hole depth', 'input': {'location_id': 0, 'name': 'QU-011', 'first_visit_date': datetime.date(2012, 6, 22), 'hole_depth': 114.0, 'well_depth': 114.0, 'well_casing_diameter': 6.6000000000000005, 'well_casing_depth': 136.0, 'release_status': 'public', 'measuring_point_height': 0.81, 'measuring_point_description': 'Top of casing at hash', 'notes': [{'content': 'Call before visiting. Easy access. Very shallow to sand.', 'note_type': 'General'}], 'well_completion_date': '1964-02-27 00:00:00.000', 'well_driller_name': 'Stinebaugh Drilling Co.', 'well_construction_method': None, 'well_pump_type': None, 'is_suitable_for_datalogger': True}, 'ctx': {'error': ValueError('well casing depth must be less than or equal to hole depth')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
QU-012|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-013|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-014|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-021|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-025|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-034|WellData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, well casing depth must be less than or equal to hole depth', 'input': {'location_id': 0, 'name': 'QU-034', 'first_visit_date': datetime.date(2012, 7, 24), 'hole_depth': 56.0, 'well_depth': 56.0, 'well_casing_diameter': 6.6000000000000005, 'well_casing_depth': 90.0, 'release_status': 'public', 'measuring_point_height': 0.0, 'measuring_point_description': 'Casing cut at ground', 'notes': [{'content': 'Knock on door; owner is retired and hard of hearing. Gurgling heard in well during measuring.', 'note_type': 'General'}], 'well_completion_date': '1969-02-15 00:00:00.000', 'well_driller_name': 'Fulkerson, Wesley', 'well_construction_method': None, 'well_pump_type': None, 'is_suitable_for_datalogger': True}, 'ctx': {'error': ValueError('well casing depth must be less than or equal to hole depth')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
QU-044|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-045|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-048|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-063|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-066|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-119|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-128|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-129|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-130|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-131|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-132|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-133|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-134|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-135|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-136|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-137|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-138|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-139|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-140|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-141|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-142|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-144|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-147|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-148|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-149|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-162|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-169|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QU-175|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
QY-0288|WellData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, well casing depth must be less than or equal to hole depth', 'input': {'location_id': 0, 'name': 'QY-0288', 'first_visit_date': datetime.date(2015, 9, 28), 'hole_depth': 350.0, 'well_depth': 350.0, 'well_casing_diameter': 5.0000004, 'well_casing_depth': 360.0, 'release_status': 'public', 'measuring_point_height': 0.0, 'measuring_point_description': 'WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.', 'notes': [], 'well_completion_date': None, 'well_driller_name': None, 'well_construction_method': None, 'well_pump_type': None, 'is_suitable_for_datalogger': False}, 'ctx': {'error': ValueError('well casing depth must be less than or equal to hole depth')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
QY-0726|WellData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, well casing depth must be less than or equal to hole depth', 'input': {'location_id': 0, 'name': 'QY-0726', 'first_visit_date': datetime.date(2015, 9, 28), 'hole_depth': 124.0, 'well_depth': 124.0, 'well_casing_diameter': 5.0000004, 'well_casing_depth': 140.0, 'release_status': 'public', 'measuring_point_height': 0.0, 'measuring_point_description': 'WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.', 'notes': [], 'well_completion_date': '1931-01-01 00:00:00.000', 'well_driller_name': 'Kirk, Joe', 'well_construction_method': None, 'well_pump_type': None, 'is_suitable_for_datalogger': False}, 'ctx': {'error': ValueError('well casing depth must be less than or equal to hole depth')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
QY-0727|WellData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, well casing depth must be less than or equal to hole depth', 'input': {'location_id': 0, 'name': 'QY-0727', 'first_visit_date': datetime.date(2015, 9, 28), 'hole_depth': 108.0, 'well_depth': 108.0, 'well_casing_diameter': 5.0000004, 'well_casing_depth': 110.0, 'release_status': 'public', 'measuring_point_height': 0.0, 'measuring_point_description': 'WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.', 'notes': [], 'well_completion_date': '1945-01-01 00:00:00.000', 'well_driller_name': 'Kirk, Joe', 'well_construction_method': None, 'well_pump_type': None, 'is_suitable_for_datalogger': False}, 'ctx': {'error': ValueError('well casing depth must be less than or equal to hole depth')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
QY-0832|WellData|Unknown|Unknown lexicon value: LU_CurrentUse:,
QY-0902|WellData|UnknownField|Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, well casing depth must be less than or equal to hole depth', 'input': {'location_id': 0, 'name': 'QY-0902', 'first_visit_date': datetime.date(2015, 9, 28), 'hole_depth': 272.0, 'well_depth': 272.0, 'well_casing_diameter': 5.0000004, 'well_casing_depth': 280.0, 'release_status': 'public', 'measuring_point_height': 0.0, 'measuring_point_description': 'WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.', 'notes': [], 'well_completion_date': '1950-01-01 00:00:00.000', 'well_driller_name': 'Gillean, R.C.', 'well_construction_method': None, 'well_pump_type': None, 'is_suitable_for_datalogger': False}, 'ctx': {'error': ValueError('well casing depth must be less than or equal to hole depth')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]
RA-039|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
RA-111|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
RA-112|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
RA-116|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
SA-0019|WellData|UnknownField|"Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, well casing depth must be less than or equal to hole depth', 'input': {'location_id': 0, 'name': 'SA-0019', 'first_visit_date': datetime.date(2009, 9, 30), 'hole_depth': 120.0, 'well_depth': 120.0, 'well_casing_diameter': 3.9960000000000004, 'well_casing_depth': 350.0, 'release_status': 'public', 'measuring_point_height': 0.3, 'measuring_point_description': '1"" hole in casing marked w/orange paint, RP location is concrete slab (0 ft)', 'notes': [{'content': 'Obstruction at 76 ft, bottom of well?', 'note_type': 'General'}], 'well_completion_date': '2011-01-17 00:00:00.000', 'well_driller_name': 'Sirman Drilling & Construction', 'well_construction_method': 'Air-Rotary', 'well_pump_type': None, 'is_suitable_for_datalogger': False}, 'ctx': {'error': ValueError('well casing depth must be less than or equal to hole depth')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]"
SA-0036|WellData|UnknownField|"Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, well depth must be less than than or equal to hole depth', 'input': {'location_id': 0, 'name': 'SA-0036', 'first_visit_date': datetime.date(2009, 9, 30), 'hole_depth': 120.0, 'well_depth': 140.0, 'well_casing_diameter': 6.0, 'well_casing_depth': None, 'release_status': 'public', 'measuring_point_height': 0.4, 'measuring_point_description': 'Edge of steel casing marked w/orange paint.', 'notes': [{'content': 'Call in advance. May need to turn off well and let rest at least 15 min. Owners request - DO NOT jack up top plate  - foot valve on bottom of well. Raise 1/2"" w/ crowbar.', 'note_type': 'General'}], 'well_completion_date': None, 'well_driller_name': None, 'well_construction_method': None, 'well_pump_type': None, 'is_suitable_for_datalogger': False}, 'ctx': {'error': ValueError('well depth must be less than than or equal to hole depth')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]"
SA-0319|WellData|UnknownField|"Validation Error: [{'type': 'value_error', 'loc': (), 'msg': 'Value error, well casing depth must be less than or equal to hole depth', 'input': {'location_id': 0, 'name': 'SA-0319', 'first_visit_date': datetime.date(2009, 7, 29), 'hole_depth': 65.0, 'well_depth': 65.0, 'well_casing_diameter': 3.96, 'well_casing_depth': 150.0, 'release_status': 'public', 'measuring_point_height': 0.0, 'measuring_point_description': ""Put in MP Hgt of 0.0' so SW elevation would not be blank."", 'notes': [], 'well_completion_date': '2001-11-29 00:00:00.000', 'well_driller_name': 'Mauldin Drilling Company', 'well_construction_method': None, 'well_pump_type': None, 'is_suitable_for_datalogger': False}, 'ctx': {'error': ValueError('well casing depth must be less than or equal to hole depth')}, 'url': 'https://errors.pydantic.dev/2.11/v/value_error'}]"
SAC-0289|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
SAC-0299|WellData|Unknown|Unknown lexicon value: LU_CurrentUse:W
SB-0914|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
SB-0919|WellData|UnknownField|Validation Error: [{'type': 'float_type', 'loc': ('measuring_point_height',), 'msg': 'Input should be a valid number', 'input': None, 'url': 'https://errors.pydantic.dev/2.11/v/float_type'}]
